                                                                                                                                                 
{'loss': 10.3728, 'grad_norm': 16.170019149780273, 'learning_rate': 4.9953333333333335e-05, 'epoch': 0.2}
{'loss': 5.0139, 'grad_norm': 12.193245887756348, 'learning_rate': 3.41e-05, 'epoch': 47.8}
{'loss': 5.0803, 'grad_norm': 11.83917236328125, 'learning_rate': 3.403333333333333e-05, 'epoch': 48.0}
{'loss': 3.5172, 'grad_norm': 9.374415397644043, 'learning_rate': 3.396666666666667e-05, 'epoch': 48.2}
{'loss': 4.8759, 'grad_norm': 0.0, 'learning_rate': 3.3900000000000004e-05, 'epoch': 48.4}
{'loss': 4.9932, 'grad_norm': 17.32843589782715, 'learning_rate': 3.3833333333333334e-05, 'epoch': 48.6}
{'loss': 5.4215, 'grad_norm': 27.752357482910156, 'learning_rate': 3.376666666666667e-05, 'epoch': 48.8}
{'loss': 4.6753, 'grad_norm': 11.547297477722168, 'learning_rate': 3.3700000000000006e-05, 'epoch': 49.0}
{'loss': 4.9945, 'grad_norm': 12.333732604980469, 'learning_rate': 3.3633333333333335e-05, 'epoch': 49.2}
{'loss': 4.4154, 'grad_norm': 19.672626495361328, 'learning_rate': 3.356666666666667e-05, 'epoch': 49.4}
{'loss': 5.4167, 'grad_norm': 14.980059623718262, 'learning_rate': 3.35e-05, 'epoch': 49.6}
{'loss': 4.3843, 'grad_norm': 0.0, 'learning_rate': 3.343333333333333e-05, 'epoch': 49.8}
{'loss': 4.7193, 'grad_norm': 22.725902557373047, 'learning_rate': 3.336666666666667e-05, 'epoch': 50.0}
{'loss': 4.854, 'grad_norm': 15.919626235961914, 'learning_rate': 3.33e-05, 'epoch': 50.2}
{'loss': 5.2194, 'grad_norm': 25.91318702697754, 'learning_rate': 3.323333333333333e-05, 'epoch': 50.4}
{'loss': 4.5806, 'grad_norm': 11.999298095703125, 'learning_rate': 3.316666666666667e-05, 'epoch': 50.6}
{'loss': 4.3289, 'grad_norm': 23.10774040222168, 'learning_rate': 3.3100000000000005e-05, 'epoch': 50.8}
{'loss': 3.9076, 'grad_norm': 24.53537940979004, 'learning_rate': 3.3033333333333334e-05, 'epoch': 51.0}
{'loss': 4.6595, 'grad_norm': 13.348247528076172, 'learning_rate': 3.296666666666667e-05, 'epoch': 51.2}
{'loss': 4.7979, 'grad_norm': 0.0, 'learning_rate': 3.29e-05, 'epoch': 51.4}
{'loss': 3.0027, 'grad_norm': 0.0, 'learning_rate': 3.283333333333333e-05, 'epoch': 51.6}
{'loss': 4.8244, 'grad_norm': 9.128324508666992, 'learning_rate': 3.2766666666666666e-05, 'epoch': 51.8}
{'loss': 5.1316, 'grad_norm': 13.342169761657715, 'learning_rate': 3.27e-05, 'epoch': 52.0}
{'loss': 5.5641, 'grad_norm': 16.76887321472168, 'learning_rate': 3.263333333333333e-05, 'epoch': 52.2}
{'loss': 4.9389, 'grad_norm': 16.740163803100586, 'learning_rate': 3.256666666666667e-05, 'epoch': 52.4}
{'loss': 5.1785, 'grad_norm': 0.0, 'learning_rate': 3.2500000000000004e-05, 'epoch': 52.6}
{'loss': 3.6352, 'grad_norm': 17.226259231567383, 'learning_rate': 3.243333333333333e-05, 'epoch': 52.8}
{'loss': 4.355, 'grad_norm': 16.228870391845703, 'learning_rate': 3.236666666666667e-05, 'epoch': 53.0}
{'loss': 4.251, 'grad_norm': 13.426506042480469, 'learning_rate': 3.2300000000000006e-05, 'epoch': 53.2}
{'loss': 4.6575, 'grad_norm': 24.25530433654785, 'learning_rate': 3.2233333333333335e-05, 'epoch': 53.4}
{'loss': 3.4934, 'grad_norm': 13.582647323608398, 'learning_rate': 3.2166666666666665e-05, 'epoch': 53.6}
{'loss': 5.0513, 'grad_norm': 16.83954429626465, 'learning_rate': 3.21e-05, 'epoch': 53.8}
{'loss': 5.64, 'grad_norm': 12.195926666259766, 'learning_rate': 3.203333333333334e-05, 'epoch': 54.0}
{'loss': 4.6474, 'grad_norm': 14.141580581665039, 'learning_rate': 3.196666666666667e-05, 'epoch': 54.2}
{'loss': 4.1849, 'grad_norm': 12.247653007507324, 'learning_rate': 3.19e-05, 'epoch': 54.4}
{'loss': 4.9614, 'grad_norm': 0.0, 'learning_rate': 3.183333333333334e-05, 'epoch': 54.6}
{'loss': 3.86, 'grad_norm': 17.187252044677734, 'learning_rate': 3.176666666666667e-05, 'epoch': 54.8}
{'loss': 4.478, 'grad_norm': 0.0, 'learning_rate': 3.1700000000000005e-05, 'epoch': 55.0}
{'loss': 4.9665, 'grad_norm': 14.227355003356934, 'learning_rate': 3.1633333333333334e-05, 'epoch': 55.2}
{'loss': 4.2449, 'grad_norm': 21.771286010742188, 'learning_rate': 3.1566666666666664e-05, 'epoch': 55.4}
{'loss': 5.1122, 'grad_norm': 22.865276336669922, 'learning_rate': 3.15e-05, 'epoch': 55.6}
{'loss': 4.8119, 'grad_norm': 24.472326278686523, 'learning_rate': 3.1433333333333336e-05, 'epoch': 55.8}
{'loss': 4.615, 'grad_norm': 0.0, 'learning_rate': 3.1366666666666666e-05, 'epoch': 56.0}
{'loss': 3.9423, 'grad_norm': 0.0, 'learning_rate': 3.13e-05, 'epoch': 56.2}
{'loss': 4.7269, 'grad_norm': 0.0, 'learning_rate': 3.123333333333334e-05, 'epoch': 56.4}
{'loss': 5.466, 'grad_norm': 22.70001792907715, 'learning_rate': 3.116666666666667e-05, 'epoch': 56.6}
{'loss': 4.3526, 'grad_norm': 0.0, 'learning_rate': 3.1100000000000004e-05, 'epoch': 56.8}
{'loss': 4.3854, 'grad_norm': 24.761375427246094, 'learning_rate': 3.103333333333333e-05, 'epoch': 57.0}
{'loss': 4.3166, 'grad_norm': 16.85012435913086, 'learning_rate': 3.096666666666666e-05, 'epoch': 57.2}
{'loss': 3.8736, 'grad_norm': 25.82839012145996, 'learning_rate': 3.09e-05, 'epoch': 57.4}
{'loss': 4.3055, 'grad_norm': 14.972708702087402, 'learning_rate': 3.0833333333333335e-05, 'epoch': 57.6}
{'loss': 5.078, 'grad_norm': 22.90511703491211, 'learning_rate': 3.0766666666666665e-05, 'epoch': 57.8}
{'loss': 2.9319, 'grad_norm': 21.62049674987793, 'learning_rate': 3.07e-05, 'epoch': 58.0}
{'loss': 4.4492, 'grad_norm': 21.717519760131836, 'learning_rate': 3.063333333333334e-05, 'epoch': 58.2}
{'loss': 4.6513, 'grad_norm': 22.105697631835938, 'learning_rate': 3.0566666666666667e-05, 'epoch': 58.4}
{'loss': 4.4913, 'grad_norm': 24.1828556060791, 'learning_rate': 3.05e-05, 'epoch': 58.6}
{'loss': 4.979, 'grad_norm': 27.55354118347168, 'learning_rate': 3.0433333333333336e-05, 'epoch': 58.8}
{'loss': 4.9915, 'grad_norm': 17.16533660888672, 'learning_rate': 3.0366666666666665e-05, 'epoch': 59.0}
{'loss': 5.0385, 'grad_norm': 14.477622985839844, 'learning_rate': 3.03e-05, 'epoch': 59.2}
{'loss': 4.809, 'grad_norm': 13.019289016723633, 'learning_rate': 3.0233333333333334e-05, 'epoch': 59.4}
{'loss': 4.7574, 'grad_norm': 11.9401216506958, 'learning_rate': 3.016666666666667e-05, 'epoch': 59.6}
{'loss': 4.2313, 'grad_norm': 0.0, 'learning_rate': 3.01e-05, 'epoch': 59.8}
{'loss': 4.282, 'grad_norm': 21.446134567260742, 'learning_rate': 3.0033333333333336e-05, 'epoch': 60.0}
{'loss': 5.1703, 'grad_norm': 16.626338958740234, 'learning_rate': 2.9966666666666672e-05, 'epoch': 60.2}
{'loss': 4.889, 'grad_norm': 22.890663146972656, 'learning_rate': 2.9900000000000002e-05, 'epoch': 60.4}
{'loss': 4.5104, 'grad_norm': 21.833887100219727, 'learning_rate': 2.9833333333333335e-05, 'epoch': 60.6}
{'loss': 4.3432, 'grad_norm': 13.21291446685791, 'learning_rate': 2.976666666666667e-05, 'epoch': 60.8}
{'loss': 4.5071, 'grad_norm': 22.40011978149414, 'learning_rate': 2.97e-05, 'epoch': 61.0}
{'loss': 4.3353, 'grad_norm': 24.616506576538086, 'learning_rate': 2.9633333333333336e-05, 'epoch': 61.2}
{'loss': 5.072, 'grad_norm': 13.17251205444336, 'learning_rate': 2.956666666666667e-05, 'epoch': 61.4}
{'loss': 4.0079, 'grad_norm': 16.937746047973633, 'learning_rate': 2.95e-05, 'epoch': 61.6}
{'loss': 4.6164, 'grad_norm': 22.386089324951172, 'learning_rate': 2.9433333333333335e-05, 'epoch': 61.8}
{'loss': 4.5584, 'grad_norm': 22.536325454711914, 'learning_rate': 2.936666666666667e-05, 'epoch': 62.0}
{'loss': 4.6101, 'grad_norm': 9.745074272155762, 'learning_rate': 2.93e-05, 'epoch': 62.2}
{'loss': 4.5774, 'grad_norm': 14.27399730682373, 'learning_rate': 2.9233333333333334e-05, 'epoch': 62.4}
{'loss': 4.5489, 'grad_norm': 13.982077598571777, 'learning_rate': 2.916666666666667e-05, 'epoch': 62.6}
{'loss': 4.0348, 'grad_norm': 25.78640365600586, 'learning_rate': 2.91e-05, 'epoch': 62.8}
{'loss': 5.2385, 'grad_norm': 22.21852684020996, 'learning_rate': 2.9033333333333335e-05, 'epoch': 63.0}
{'loss': 4.5153, 'grad_norm': 25.123516082763672, 'learning_rate': 2.8966666666666668e-05, 'epoch': 63.2}
{'loss': 4.1939, 'grad_norm': 14.99094009399414, 'learning_rate': 2.8899999999999998e-05, 'epoch': 63.4}
{'loss': 3.8344, 'grad_norm': 23.94045639038086, 'learning_rate': 2.8833333333333334e-05, 'epoch': 63.6}
{'loss': 4.4915, 'grad_norm': 17.26837158203125, 'learning_rate': 2.876666666666667e-05, 'epoch': 63.8}
{'loss': 4.9668, 'grad_norm': 0.0, 'learning_rate': 2.87e-05, 'epoch': 64.0}
{'loss': 4.495, 'grad_norm': 23.201597213745117, 'learning_rate': 2.8633333333333336e-05, 'epoch': 64.2}
{'loss': 4.9482, 'grad_norm': 25.312219619750977, 'learning_rate': 2.856666666666667e-05, 'epoch': 64.4}
{'loss': 4.2421, 'grad_norm': 13.728337287902832, 'learning_rate': 2.8499999999999998e-05, 'epoch': 64.6}
{'loss': 4.7537, 'grad_norm': 9.068906784057617, 'learning_rate': 2.8433333333333334e-05, 'epoch': 64.8}
{'loss': 4.587, 'grad_norm': 15.227134704589844, 'learning_rate': 2.836666666666667e-05, 'epoch': 65.0}
{'loss': 4.5472, 'grad_norm': 0.0, 'learning_rate': 2.83e-05, 'epoch': 65.2}
{'loss': 3.6352, 'grad_norm': 25.388015747070312, 'learning_rate': 2.8233333333333333e-05, 'epoch': 65.4}
{'loss': 4.9264, 'grad_norm': 18.041643142700195, 'learning_rate': 2.816666666666667e-05, 'epoch': 65.6}
{'loss': 4.1489, 'grad_norm': 23.240951538085938, 'learning_rate': 2.8100000000000005e-05, 'epoch': 65.8}
{'loss': 4.4472, 'grad_norm': 17.896141052246094, 'learning_rate': 2.8033333333333335e-05, 'epoch': 66.0}
{'loss': 3.7145, 'grad_norm': 0.0, 'learning_rate': 2.7966666666666668e-05, 'epoch': 66.2}
{'loss': 3.7322, 'grad_norm': 14.455466270446777, 'learning_rate': 2.7900000000000004e-05, 'epoch': 66.4}
{'loss': 4.3396, 'grad_norm': 23.99164390563965, 'learning_rate': 2.7833333333333333e-05, 'epoch': 66.6}
{'loss': 4.8993, 'grad_norm': 22.792184829711914, 'learning_rate': 2.776666666666667e-05, 'epoch': 66.8}
{'loss': 5.0528, 'grad_norm': 13.677818298339844, 'learning_rate': 2.7700000000000002e-05, 'epoch': 67.0}
{'loss': 4.4101, 'grad_norm': 33.76669692993164, 'learning_rate': 2.7633333333333332e-05, 'epoch': 67.2}
{'loss': 3.5179, 'grad_norm': 13.282060623168945, 'learning_rate': 2.7566666666666668e-05, 'epoch': 67.4}
  File "c:\Users\omrid\Desktop\university\intelexsus\sandbox\sanskrit\tests\overfit_test.py", line 74, in <module>
    main()
  File "c:\Users\omrid\Desktop\university\intelexsus\sandbox\sanskrit\tests\overfit_test.py", line 58, in main
    run_training(
  File "c:\Users\omrid\Desktop\university\intelexsus\sandbox\sanskrit\model\training_utils.py", line 69, in run_training
    trainer.train()
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\transformers\trainer.py", line 2206, in train
    return inner_training_loop(
           ^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\transformers\trainer.py", line 2548, in _inner_training_loop
    tr_loss_step = self.training_step(model, inputs, num_items_in_batch)
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\transformers\trainer.py", line 3749, in training_step
    loss = self.compute_loss(model, inputs, num_items_in_batch=num_items_in_batch)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\transformers\trainer.py", line 3836, in compute_loss
    outputs = model(**inputs)
              ^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\torch\nn\modules\module.py", line 1736, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\torch\nn\modules\module.py", line 1747, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\accelerate\utils\operations.py", line 818, in forward
    return model_forward(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\accelerate\utils\operations.py", line 806, in __call__
    return convert_to_fp32(self.model_forward(*args, **kwargs))
                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\torch\amp\autocast_mode.py", line 44, in decorate_autocast
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\transformers\models\bert\modeling_bert.py", line 1281, in forward
    outputs = self.bert(
              ^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\torch\nn\modules\module.py", line 1736, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\torch\nn\modules\module.py", line 1747, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\transformers\models\bert\modeling_bert.py", line 932, in forward
    embedding_output = self.embeddings(
                       ^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\torch\nn\modules\module.py", line 1736, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\torch\nn\modules\module.py", line 1747, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\transformers\models\bert\modeling_bert.py", line 186, in forward
    embeddings = self.LayerNorm(embeddings)
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\torch\nn\modules\module.py", line 1736, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\torch\nn\modules\module.py", line 1747, in _call_impl
    return forward_call(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\torch\nn\modules\normalization.py", line 217, in forward
    return F.layer_norm(
           ^^^^^^^^^^^^^
  File "C:\Users\omrid\miniconda3\envs\INTELEXSUS\Lib\site-packages\torch\nn\functional.py", line 2900, in layer_norm
    return torch.layer_norm(
           ^^^^^^^^^^^^^^^^^
KeyboardInterrupt
